ID,Title,Content,Excerpt,Date,Post Type,Permalink,Image URL,Image Title,Image Caption,Image Description,Image Alt Text,Image Featured,Attachment URL,製品紹介カテゴリー,vkexunit_cta_each_option,_veu_custom_css,_locale,_original_post,_dp_original,Status,Author ID,Author Username,Author Email,Author First Name,Author Last Name,Slug,Format,Template,Parent,Parent Slug,Order,Comment Status,Ping Status,Post Modified Date
881,鉛遮へい付きグローブボックス,"<p style=""text-align: left;"">鉛遮へい付きグローブボックスを製薬会社様へ納入しました。
高線量のサンプルを扱うため、線量に応じて鉛遮へいの厚みを変え、トングマニピュレータや鉛ガラスの取付、さらに鉛ガラスを介したグローブボックス内部への可視性を改善するための工夫をしました。
また、新規の施設であるため、グローブボックス外面は鏡面仕上げを全面に施しました。
製作に当たっては、木製のモックアップを作成し、お客様と共に使いやすいグローブボックスを目指し、何度も検討したうえで、製作に反映しています。</p>

<div class=""org-img-block""><img class=""org-img"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/03/6ac2397867767a902ce2217f0a58282f-768x576.jpg"" alt=""鉛遮へい付きグローブボックス1"" width=""750"" height=""563"" /><img class=""org-img"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/03/f6f77a1616e27fc34eb1a81aa7dc6262-768x576.jpg"" alt=""鉛遮へい付きグローブボックス2"" width=""750"" height=""563"" /><img class=""org-img"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/03/aba1dd9afd994bc383f5259806be7bb4-768x432.jpg"" alt=""鉛遮へい付きグローブボックス3"" width=""750"" height=""563"" /></div>",,2019/11/19,product,https://ysd-k.co.jp/product/881/,https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2019/11/IMG_20191025_122608.jpg|https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/03/6ac2397867767a902ce2217f0a58282f-768x576.jpg|https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/03/f6f77a1616e27fc34eb1a81aa7dc6262-768x576.jpg|https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/03/aba1dd9afd994bc383f5259806be7bb4-768x432.jpg,IMG_20191025_122608|グローブボックス1|グローブボックス2|グローブボックス3,|||,|||,|グローブボックス1|グローブボックス2|グローブボックス3,https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2019/11/IMG_20191025_122608.jpg,,グローブボックス|原子力製品|機械加工|製缶・溶接|設計,0,,ja,881,313,publish,2,yoshida,soumu@ysd-k.co.jp,,,%e9%89%9b%e9%81%ae%e3%81%b8%e3%81%84%e4%bb%98%e3%81%8d%e3%82%b0%e3%83%ad%e3%83%bc%e3%83%96%e3%83%9c%e3%83%83%e3%82%af%e3%82%b9,,,0,0,0,closed,closed,2020/5/13
885,Lead Shielding Glove Box,"<p style=""text-align: left;"">A glove box with lead shielding was installed at a pharmaceutical company.
In order to handle high radiation samples, lead thickness was adjusted according to intensity of gamma rays, tong manipulator and lead glass were also installed and improved to ensure visibility inside the glove box through thick lead glass.
In addition, as it is a new facility, outside of the glove box has a mirror polished on the entire surface.
During production, we made wooden mockup and repeatedly reflected to make useful glove boxes with customers.</p>

<div class=""org-img-block""><img class=""org-img alignnone"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/03/6ac2397867767a902ce2217f0a58282f-768x576.jpg"" alt=""Glove box with lead shielding1"" width=""750"" height=""563"" /><img class=""org-img"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/03/f6f77a1616e27fc34eb1a81aa7dc6262-768x576.jpg"" alt=""Glove box with lead shielding2"" width=""750"" height=""563"" /><img class=""org-img"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/03/aba1dd9afd994bc383f5259806be7bb4-768x432.jpg"" alt=""Glove box with lead shielding3"" width=""750"" height=""563"" /></div>",,2019/11/19,product,https://ysd-k.co.jp/en/product/885/,https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2019/11/IMG_20191025_122608.jpg|https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2019/11/a.jpg,IMG_20191025_122608|a,|,|,|,https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2019/11/IMG_20191025_122608.jpg,,グローブボックス|原子力製品|機械加工|製缶・溶接|設計,0,,en_US,881,313,publish,2,yoshida,soumu@ysd-k.co.jp,,,%e9%89%9b%e9%81%ae%e3%81%b8%e3%81%84%e4%bb%98%e3%81%8d%e3%82%b0%e3%83%ad%e3%83%bc%e3%83%96%e3%83%9c%e3%83%83%e3%82%af%e3%82%b9,,,0,0,0,closed,closed,2020/5/13
919,Nuclear Glove Box2,"A glove box is a stainless steel container equipped with gloves. It can seal radioactive materials and other objects by controlling the negative pressure, and allow users to handle these materials from the outside in a safe environment via gloves.
By combining the glove box with a purification device, it can be adopted in a dry environment or argon atmosphere.
<div class=""org-img-block""><img class=""org-img"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2018/11/gb1.jpg"" alt="""" width=""300"" height=""225"" /><img class=""org-img"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2018/11/gb2.jpg"" alt="""" width=""300"" height=""225"" /><img class=""org-img"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2018/11/gb3.jpg"" alt="""" width=""300"" height=""225"" /><img class=""org-img"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2018/11/gb6.jpg"" alt="""" width=""300"" height=""225"" /><img class=""org-img"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2018/11/gb8.jpg"" alt="""" width=""300"" height=""225"" /><img class=""org-img"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2018/11/gb9.jpg"" alt="""" width=""300"" height=""225"" /></div>",,2018/11/5,product,https://ysd-k.co.jp/en/product/919/,https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2018/11/6fb862c530d943c1fce7733c8e172998-e1548416992274.jpg,4-5商品イメージ2,,,,https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2018/11/6fb862c530d943c1fce7733c8e172998-e1548416992274.jpg,,グローブボックス|原子力製品|機械加工|製缶・溶接|設計,0,,en_US,14,,publish,2,yoshida,soumu@ysd-k.co.jp,,,%e8%a3%bd%e5%93%81a-1,,,0,0,0,closed,closed,2020/8/5
920,Mercury Target Spallation Equipment,"<div>The mercury target spallation eqipment vessel at the Japan Proton Accelerator Research Complex (J-PARC) generates neutron beam by injecting accelerated proton beam from the beam window, and spallation of mercury's atomic nuclei flowing through the mercury vessel. We manufacture containers to store activated mercury targets. Since airtightness is essential, they are shipped after helium leak testing.</div>
<div class=""org-img-block""><img class=""alignnone size-medium wp-image-327"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2018/11/mercury2-225x300.jpg"" alt="""" width=""225"" height=""300"" />   <img class=""alignnone size-medium wp-image-330"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2018/11/mercury5-225x300.jpg"" alt="""" width=""225"" height=""300"" /></div>
<div class=""org-img-block""><img class=""org-img"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2018/11/mercury3.jpg"" alt=""Storage container for mercury target vessel3"" width=""225"" height=""300"" /><img class=""org-img"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2018/11/mercury4.jpg"" alt=""Storage container for mercury target vessel4"" width=""225"" height=""300"" /><img class=""org-img"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2018/11/mercury1.jpg"" alt=""Storage container for mercury target vessel1"" width=""225"" height=""300"" /></div>
&nbsp;
<p style=""text-align: center"">Quoted from J-PARC website. 
<a href=""http://j-parc.jp/researcher/MatLife/ja/files/nss.pdf"">http://j-parc.jp/researcher/MatLife/ja/files/nss.pdf</a></p>

<div></div>
<div><img class=""alignnone size-large wp-image-538 aligncenter"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2019/01/9a35282d15308f41113e22a8f8a0a4c4-e1548760387672-1024x621.jpg"" alt="""" width=""750"" height=""455"" /></div>",,2018/11/4,product,https://ysd-k.co.jp/en/product/920/,https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2018/11/9e6c44106c874415729e4efc8e628bfb-e1548417062195.jpg,4-5商品イメージ,,,,https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2018/11/9e6c44106c874415729e4efc8e628bfb-e1548417062195.jpg,,原子力製品|機械加工|製缶・溶接|設計,0,,en_US,97,,publish,2,yoshida,soumu@ysd-k.co.jp,,,%e8%a3%bd%e5%93%81a-11,,,0,0,0,closed,closed,2020/4/14
1037,放射性物質用グローブボックス,"<span style=""display: inline !important; float: none; background-color: #ffffff; color: #191e23; font-family: 'Noto Serif JP'; font-size: 16px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; line-height: 1.8; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: pre-wrap; word-spacing: 0px;"">放射性物質取扱用のグローブボックスを製作しました。</span>
<span style=""display: inline !important; float: none; background-color: #ffffff; color: #191e23; font-family: 'Noto Serif JP'; font-size: 16px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; line-height: 1.8; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: pre-wrap; word-spacing: 0px;"">重量物かつ線量の高い試料の出し入れを迅速に行う必要があるため、パスボックスを取り付け、中に移送用のスライドテーブルやホイストクレーンを取り付けました。</span>
<span style=""display: inline !important; float: none; background-color: #ffffff; color: #191e23; font-family: 'Noto Serif JP'; font-size: 16px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; line-height: 1.8; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: pre-wrap; word-spacing: 0px;"">また、耐震性を向上するために補強を追加しています。<img class=""alignnone size-large wp-image-1018 aligncenter"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/04/aba1dd9afd994bc383f5259806be7bb4-1-1024x909.jpg"" alt="""" width=""750"" height=""666"" /> <img class=""alignnone size-large wp-image-1019 aligncenter"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/04/6ac2397867767a902ce2217f0a58282f-867x1024.jpg"" alt="""" width=""750"" height=""886"" /> <img class=""size-large wp-image-1020 aligncenter"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/04/f6f77a1616e27fc34eb1a81aa7dc6262-1024x768.jpg"" alt="""" width=""750"" height=""563"" /> <img class=""size-large wp-image-1021 aligncenter"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/04/ed80de20dfec1bd144442f3c2532b6bb-768x1024.jpg"" alt="""" width=""750"" height=""1000"" /> <img class=""size-large wp-image-1022 aligncenter"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/04/4d2898cc519c4468d541cbcfe0072ef6-1024x768.jpg"" alt="""" width=""750"" height=""563"" /></span>",,2020/4/28,product,https://ysd-k.co.jp/product/1037/,https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/04/aba1dd9afd994bc383f5259806be7bb4-4.jpg,①,,,,https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/04/aba1dd9afd994bc383f5259806be7bb4-4.jpg,,グローブボックス|原子力製品,,,ja,1037,,publish,2,yoshida,soumu@ysd-k.co.jp,,,%e6%94%be%e5%b0%84%e6%80%a7%e7%89%a9%e8%b3%aa%e5%8f%96%e6%89%b1%e7%94%a8%e3%82%b0%e3%83%ad%e3%83%bc%e3%83%96%e3%83%9c%e3%83%83%e3%82%af%e3%82%b9,,,0,0,0,closed,closed,2020/5/13
1039,Radioactive material Glove Box,"<span style=""display: inline !important; float: none; background-color: #ffffff; color: #191e23; font-family: 'Noto Serif JP'; font-size: 16px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; line-height: 1.8; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: pre-wrap; word-spacing: 0px;"">We made a glove box for radioactive materials.</span>
<span style=""display: inline !important; float: none; background-color: #ffffff; color: #191e23; font-family: 'Noto Serif JP'; font-size: 16px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; line-height: 1.8; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: pre-wrap; word-spacing: 0px;"">Since it is necessary to quickly put in and take out heavy and high dose objects, it was installed a pass box with a slide table and hoist crane.</span>
<span style=""display: inline !important; float: none; background-color: #ffffff; color: #191e23; font-family: 'Noto Serif JP'; font-size: 16px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; line-height: 1.8; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: pre-wrap; word-spacing: 0px;"">In addition, reinforcement was added to improve earthquake resistance.<img class=""size-large wp-image-1018 aligncenter"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/04/aba1dd9afd994bc383f5259806be7bb4-1-1024x909.jpg"" alt="""" width=""750"" height=""666"" /> <img class=""size-large wp-image-1019 aligncenter"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/04/6ac2397867767a902ce2217f0a58282f-867x1024.jpg"" alt="""" width=""750"" height=""886"" /> <img class=""size-large wp-image-1020 aligncenter"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/04/f6f77a1616e27fc34eb1a81aa7dc6262-1024x768.jpg"" alt="""" width=""750"" height=""563"" /> <img class=""size-large wp-image-1021 aligncenter"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/04/ed80de20dfec1bd144442f3c2532b6bb-768x1024.jpg"" alt="""" width=""750"" height=""1000"" /> <img class=""size-large wp-image-1022 aligncenter"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/04/4d2898cc519c4468d541cbcfe0072ef6-1024x768.jpg"" alt="""" width=""750"" height=""563"" /></span>",,2020/4/28,product,https://ysd-k.co.jp/en/product/1039/,https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/04/aba1dd9afd994bc383f5259806be7bb4-4.jpg|https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/04/05751fa0513c9f2cfaa983792d8f0a5a.jpg|https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/04/bf773b0d390500b8f8ec2b91dd7395e9-e1588056343514.jpg|https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/04/bf773b0d390500b8f8ec2b91dd7395e9-1.jpg|https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/04/aba1dd9afd994bc383f5259806be7bb4-2-e1588056683370.jpg|https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/04/aba1dd9afd994bc383f5259806be7bb4-3.jpg,①|①.|①2|①2|①|①,|||||,|||||,|||||,https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/04/aba1dd9afd994bc383f5259806be7bb4-4.jpg,,グローブボックス|原子力製品,,,en_US,1038,,publish,2,yoshida,soumu@ysd-k.co.jp,,,glove-box-for-radioactive-materials,,,0,0,0,closed,closed,2020/5/13
1105,ミュオン分析チェンバー,"小惑星探査機「はやぶさ2」がリュウグウより持ち帰ってくるサンプルを分析するためのチェンバーを製作しました。
リュウグウのサンプルをJ-PARCにて、負ミュオン非破壊元素分析を行うことで、炭素と窒素の濃度測定を行うそうです。
ミュオンビーム照射部は純銅で製作し、グローブボックスは、サンプルの劣化を抑えるため、ヘリウムガスで雰囲気制御出来る構造となっています。

<img class=""wp-image-1089 aligncenter"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/12/29d3bc99193cb0b837fb8cc53f050ae5.jpg"" alt="""" width=""432"" height=""610"" /> <img class=""wp-image-1090 aligncenter"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/12/cbf5b9f60da99bf791c0aa12a770f429.jpg"" alt="""" width=""410"" height=""546"" /> <img class="" wp-image-1091 aligncenter"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/12/5e4896966c9944fcf00890f4502605bf.jpg"" alt="""" width=""492"" height=""369"" />

&lt;参考文献&gt;<a href=""https://member.ipmu.jp/SpaceTech_to_QuantumBeam/publicly-offered-research/2019-b01-1/index.html"">
https://member.ipmu.jp/SpaceTech_to_QuantumBeam/publicly-offered-research/2019-b01-1/index.html</a>",,2020/12/8,product,https://ysd-k.co.jp/product/1105/,https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/12/29d3bc99193cb0b837fb8cc53f050ae5-1-e1607403617961.jpg|https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/12/1efad1b5aa917a846fa5b3fc11367269.jpg|https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/12/29d3bc99193cb0b837fb8cc53f050ae5-e1607401996322.jpg,画像1|画像4|画像1,||,||,||,https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/12/29d3bc99193cb0b837fb8cc53f050ae5-1-e1607403617961.jpg,,原子力製品,,,ja,1105,,publish,2,yoshida,soumu@ysd-k.co.jp,,,%e3%83%9f%e3%83%a5%e3%82%aa%e3%83%b3%e5%88%86%e6%9e%90%e3%83%81%e3%82%a7%e3%83%b3%e3%83%90%e3%83%bc,,,0,0,0,closed,closed,2020/12/8
1107,Muon(μ)analysis chamber,"We created a chamber for analyzing the samples bring back by the asteroid explorer Hayabusa2 from Ryugu.
Carbon and nitrogen concentrations will be measured by performing negative muon non-destructive elemental analysis on Ryugu samples at J-PARC.
The muon beam irradiation part is made of pure copper, and the atmosphere inside the glove box can be controlled with helium gas in order to suppress deterioration of the Ryugu sample.

&nbsp;

<img class=""size-full wp-image-1089 aligncenter"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/12/29d3bc99193cb0b837fb8cc53f050ae5.jpg"" alt="""" width=""551"" height=""779"" /> <img class=""size-full wp-image-1090 aligncenter"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/12/cbf5b9f60da99bf791c0aa12a770f429.jpg"" alt="""" width=""597"" height=""794"" /> <img class=""size-full wp-image-1091 aligncenter"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/12/5e4896966c9944fcf00890f4502605bf.jpg"" alt="""" width=""606"" height=""454"" />

&lt;Reference material＞<a href=""https://member.ipmu.jp/SpaceTech_to_QuantumBeam/publicly-offered-research/2019-b01-1/index.html"">
https://member.ipmu.jp/SpaceTech_to_QuantumBeam/publicly-offered-research/2019-b01-1/index.html</a>",,2020/12/8,product,https://ysd-k.co.jp/en/product/1107/,https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/12/29d3bc99193cb0b837fb8cc53f050ae5-1-e1607403617961.jpg,画像1,,,,https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2020/12/29d3bc99193cb0b837fb8cc53f050ae5-1-e1607403617961.jpg,,,,,en_US,1105,,publish,2,yoshida,soumu@ysd-k.co.jp,,,muon%ce%bcanalysis-chamber,,,0,0,0,closed,closed,2020/12/8
1282,飛沫感染防止グローブボックス (コロナウィルスグローブボックス),"<p>当社のコア技術である放射性物質の隔離技術を応用し、感染症のサンプリングからテスティングまで可能なグローブボックスを製作しました。本グローブボックスの特徴は、2つの使用方法が可能で、1つは作業者がグローブボックス内部に入り、PCRの検体サンプリングなどに使用する方法(GB内_正圧)。もう1つは、グローブ操作面を反転し、一般的なグローブボックスとして、サンプル調整等に使用する方法です(GB内_負圧)。吸排気系統は、正圧状態・負圧状態においても、HEPAフィルターを介すことで、0.3μmの粒子に対して99.97%以上の粒子捕集率を保証しており、オプションでグローブボックス内部にUV殺菌灯、過酸化水素ガス滅菌システムの取付も可能です。</p>
<p><!-- wp:image {""id"":1264} --></p>
<figure class=""wp-block-image""><img class="" wp-image-1293 aligncenter"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2021/07/29d3bc99193cb0b837fb8cc53f050ae5-1-1024x442.png"" alt="""" width=""1021"" height=""441"" /></figure>
<p>&nbsp;</p>
<p><!-- /wp:image -->

<!-- wp:image {""id"":1266} --></p>
<figure class=""wp-block-image""><img class=""wp-image-1266 aligncenter"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2021/07/af7fb79b039696f8896143778a63203e-1024x278.png"" alt="""" /></figure>
<div style=""text-align: left;"">
<h4 style=""text-align: center;"">パネル反転機構</h4>
<div class=""org-video-block"">
<p>[video width=""720"" height=""576"" mp4=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2021/07/7780fde443a67e1da5fd68f859814cb9-1.mp4""][/video]</p>
<p>&nbsp;</p>
</div>
</div>
<p><!-- /wp:image --></p>
<p><a href=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2021/07/IDCGB_Yoshida.pdf"">IDCGB_パンフレット</a></p>
<p><!-- /wp:image --></p>",,2021/7/6,product,https://ysd-k.co.jp/product/1282/,https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2021/07/12_page-00012-4.jpg|https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2021/07/29d3bc99193cb0b837fb8cc53f050ae5-1.png,12_page-00012|画像1,|,|,|,https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2021/07/12_page-00012-4.jpg,https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2021/07/7780fde443a67e1da5fd68f859814cb9-1.mp4,グローブボックス|原子力製品|製缶・溶接,,,ja,1282,,publish,2,yoshida,soumu@ysd-k.co.jp,,,%e9%a3%9b%e6%b2%ab%e6%84%9f%e6%9f%93%e9%98%b2%e6%ad%a2%e3%82%b0%e3%83%ad%e3%83%bc%e3%83%96%e3%83%9c%e3%83%83%e3%82%af%e3%82%b9-infectious-disease-control-glovebox-idcgb,,,0,0,0,closed,closed,2021/7/23
1299,Infectious Disease Control Glovebox (IDCGB),"<p>Infectious Disease Control Glovebox (IDCGB), designed and prototyped by YOSHIDA, aims to prevent secondary transmission of COVID-19 among healthcare providers. While the nuclear glovebox has been used to isolate radioactive materials inside the container, the technology is also effective against COVID-19, viruses, and bacteria. This IDCGB has two major characteristics: it is a walk-in testing booth which enables healthcare providers to perform a PCR sampling by isolating themselves inside the box (inside the box is positive pressure), and the easy-reversible glove port helps healthcare providers to continue working on the samples while using the IDCGB just like the usual glovebox (inside the box is negative pressure). In other words, the IDCGB is designed to play a dual role, enabling private clinics or healthcare facilities to safely perform PCR sampling and testing.</p>
<p><!-- wp:image {""id"":1264} --></p>
<p><img class="" wp-image-1296 aligncenter"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2021/07/cbf5b9f60da99bf791c0aa12a770f429-1024x442.png"" alt="""" width=""1021"" height=""441"" /></p>
<p><!-- /wp:image -->

<!-- wp:image {""id"":1266} --></p>
<figure class=""wp-block-image""><img class=""wp-image-1266 aligncenter"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2021/07/af7fb79b039696f8896143778a63203e-1024x278.png"" alt="""" /></figure>
<div style=""text-align: left;"">
<h4 style=""text-align: center;"">Reversible worksurface</h4>
<div class=""org-video-block"">
<p>[video width=""720"" height=""576"" mp4=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2021/07/7780fde443a67e1da5fd68f859814cb9-1.mp4""][/video]</p>
<p>&nbsp;</p>
</div>
</div>
<p><!-- /wp:image --></p>
<p><a href=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2021/07/IDCGB_Yoshida.pdf"">IDCGB_Pamphlet</a></p>
<p><!-- /wp:image --></p>",,2021/7/6,product,https://ysd-k.co.jp/en/product/1299/,https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2021/07/12_page-00012-4.jpg,12_page-00012,,,,https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2021/07/12_page-00012-4.jpg,,グローブボックス|原子力製品|製缶・溶接,,,en_US,1282,,publish,2,yoshida,soumu@ysd-k.co.jp,,,%e9%a3%9b%e6%b2%ab%e6%84%9f%e6%9f%93%e9%98%b2%e6%ad%a2%e3%82%b0%e3%83%ad%e3%83%bc%e3%83%96%e3%83%9c%e3%83%83%e3%82%af%e3%82%b9-infectious-disease-control-glovebox-idcgb,,,0,0,0,closed,closed,2021/7/7
1367,可搬型遮へい体,"福島第一原発向け、可搬型遮へい体の設計・製作を行いました。
本製品の大きな特徴は、遮へい体設置場所の放射線量が高く現場調査が出来ないため、FARO SCANで計測された3D点群データを元に、配管や構造物を避けた設計をおこないました。また、組立にあたって重機を扱えないため、全て手作業で運搬と組立が可能な構造としました。

&nbsp;
<p style=""text-align: center;""> 3D点群データ(イメージ図)</p>
<p style=""text-align: center;""><img class=""alignnone size-full wp-image-1368"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2021/10/8e7e0dcce53294c44a2aa80d4e6f0a76.jpg"" alt="""" width=""776"" height=""633"" /></p>
&nbsp;
<p style=""text-align: center;"">配管や構造物を避けた設計</p>
<img class=""alignnone size-large wp-image-1369 aligncenter"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2021/10/651d43ec95a83f59e43d9bbff1017968-1024x426.jpg"" alt="""" width=""750"" height=""312"" />

<img class=""size-large wp-image-1370 aligncenter"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2021/10/9.30.PXL_20210906_071259633-1024x576.jpg"" alt="""" width=""750"" height=""422"" />

<img class=""size-large wp-image-1371 aligncenter"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2021/10/9.30.PXL_20210906_071308836-1024x576.jpg"" alt="""" width=""750"" height=""422"" />

<img class=""size-large wp-image-1372 aligncenter"" src=""https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2021/10/9.30.PXL_20210906_071336961-1024x576.jpg"" alt="""" width=""750"" height=""422"" />",,2021/10/5,product,https://ysd-k.co.jp/product/1367/,https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2021/10/9.30.PXL_20210906_071259633-1.jpg|https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2021/10/8e7e0dcce53294c44a2aa80d4e6f0a76.jpg|https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2021/10/651d43ec95a83f59e43d9bbff1017968.jpg|https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2021/10/9.30.PXL_20210906_071259633.jpg|https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2021/10/9.30.PXL_20210906_071308836.jpg|https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2021/10/9.30.PXL_20210906_071336961.jpg,9.30.PXL_20210906_071259633|イメージ図|設計図|9.30.PXL_20210906_071259633|9.30.PXL_20210906_071308836|9.30.PXL_20210906_071336961,|||||,|||||,|||||,https://ysd-k.co.jp/yoshida-cms/wp-content/uploads/2021/10/9.30.PXL_20210906_071259633-1.jpg,,,,,ja,1367,,publish,2,yoshida,soumu@ysd-k.co.jp,,,%e5%8f%af%e6%90%ac%e5%9e%8b%e9%81%ae%e3%81%b8%e3%81%84%e4%bd%93,,,0,0,0,closed,closed,2021/10/5
